"id","credit","duration","total","scans","voidedScans","attemptsWoScan","modifiedQuantities","fraud"
1002766,"High",1215,27.88,1,5,7,2,0
1002767,"High",1229,59.5,14,2,1,4,0
1002768,"Low",888,91.16,3,1,4,0,0
1002769,"Low",909,0.96,19,2,5,2,0
1002770,"High",1025,4.52,20,3,8,1,0
1002771,"Low",1448,6.05,12,3,2,4,0
1002772,"High",1102,20.42,22,6,4,1,0
1002773,"Low",92,59,10,10,2,1,0
1002774,"High",918,17.57,30,2,2,5,0
1002775,"High",748,4.81,22,2,9,3,0
1002776,"Low",824,90.01,26,10,0,5,1
1002777,"Low",1062,57.25,29,10,5,0,1
1002778,"Low",949,46.02,7,8,4,2,0
1002779,"Low",244,31.68,20,0,2,1,0
1002780,"Low",1664,61.7,22,4,0,3,0
1002781,"High",1034,50.09,13,4,6,5,0
1002782,"Low",1655,64.63,23,4,0,4,0
1002783,"Low",1057,10.2,8,4,3,0,0
1002784,"High",1724,10.9,9,3,6,2,0
1002785,"High",1807,1.12,5,6,6,4,0
1002786,"Low",32,16.12,5,4,1,0,0
1002787,"Low",861,6.4,7,2,0,3,0
1002788,"Low",778,23.01,17,4,3,4,0
1002789,"High",123,80.97,13,0,0,4,0
1002790,"High",715,74.09,1,8,6,2,0
1002791,"Low",1004,28.28,3,0,6,0,0
1002792,"High",186,80.96,22,11,10,2,0
1002793,"Low",494,0.19,18,2,2,5,0
1002794,"High",282,64.81,11,2,8,1,0
1002795,"Low",597,16.86,18,10,2,0,0
1002796,"Low",1272,96.12,9,2,10,3,0
1002797,"High",300,72.73,30,11,2,0,0
1002798,"Low",1595,36.07,28,10,8,5,1
1002799,"High",1438,41.73,19,6,9,4,0
1002800,"Low",1571,56.17,30,11,9,5,1
1002801,"Low",193,5.04,21,7,2,3,0
1002802,"Low",141,21.53,9,8,8,4,0
1002803,"High",1313,54.02,19,3,5,5,0
1002804,"High",1061,10.93,14,8,0,4,0
1002805,"Low",1120,30.18,15,5,5,0,0
1002806,"High",1016,36.38,18,3,10,2,0
1002807,"Low",1253,99.4,15,9,4,2,0
1002808,"Low",19,81.82,8,8,9,4,0
1002809,"Low",1585,0.14,27,4,4,0,1
1002810,"High",963,65.94,8,0,4,0,0
1002811,"High",1607,56.36,2,3,9,2,0
1002812,"High",1452,87.44,10,8,5,0,0
1002813,"High",640,39.08,5,4,10,0,0
1002814,"Low",591,45.19,21,6,10,0,1
1002815,"High",414,7.65,1,6,1,1,0
1002816,"Low",336,67.51,2,11,0,2,0
1002817,"Low",1133,32.59,29,4,5,1,1
1002818,"High",1615,65.55,3,2,10,0,0
1002819,"High",980,90.27,26,2,6,4,0
1002820,"High",1812,88.05,16,7,10,1,0
1002821,"High",925,1.42,6,10,7,3,0
1002822,"Low",256,14.79,18,9,4,2,0
1002823,"High",1107,85.75,10,6,6,5,0
1002824,"High",261,39.64,8,3,4,1,0
1002825,"High",1083,23.5,21,7,9,5,0
1002826,"Low",1333,8.3,13,6,7,3,0
1002827,"Low",1608,81.7,5,9,3,2,0
1002828,"High",1197,7.21,10,6,1,3,0
1002829,"High",351,4.7,21,10,4,2,0
1002830,"Low",1176,13.87,10,5,8,2,0
1002831,"Low",777,32.27,6,3,4,0,0
1002832,"High",607,83.49,6,6,9,4,0
1002833,"High",1545,83.93,24,11,6,5,1
1002834,"High",1490,91.11,20,8,7,0,0
1002835,"High",746,55.89,23,4,2,4,0
1002836,"High",459,88.46,4,3,10,5,0
1002837,"Low",264,36.37,6,2,5,2,0
1002838,"Low",1110,44.27,1,1,8,3,0
1002839,"Low",22,92.46,19,11,10,1,0
1002840,"Low",625,26.06,24,2,3,2,0
1002841,"Low",1017,96.94,21,0,0,3,0
1002842,"High",195,13.91,19,0,2,4,0
1002843,"High",611,45.58,12,1,1,1,0
1002844,"High",257,37.24,4,6,1,4,0
1002845,"High",941,64.32,21,0,7,4,0
1002846,"High",1602,49.74,20,0,3,1,0
1002847,"Low",418,88.62,1,9,4,2,0
1002848,"High",719,27.49,12,1,0,2,0
1002849,"High",375,26.66,2,6,5,3,0
1002850,"High",252,51.21,9,8,1,1,0
1002851,"Low",1184,66.82,14,2,0,4,0
1002852,"High",112,81.2,14,0,6,2,0
1002853,"High",454,81.2,28,2,9,2,0
1002854,"Low",950,23.44,11,10,4,5,0
1002855,"High",122,76.89,29,10,8,3,0
1002856,"Low",403,16.87,7,0,5,1,0
1002857,"High",94,77.6,13,10,10,0,0
1002858,"Low",13,10.24,7,4,8,3,0
1002859,"Low",1023,2.95,30,7,7,4,1
1002860,"Low",398,5.16,12,10,2,1,0
1002861,"Low",1581,62.49,22,3,4,4,1
1002862,"High",187,89.94,3,2,2,5,0
1002863,"Low",1753,39.66,6,4,6,3,0
1002864,"High",1045,24.19,18,4,9,4,0
1002865,"High",449,88.45,1,2,10,5,0
1002866,"High",1496,14.91,20,4,10,0,0
1002867,"Low",973,61.75,26,6,5,2,1
1002868,"High",1227,28.44,21,0,7,4,0
1002869,"Low",541,78.36,2,4,1,1,0
1002870,"Low",1542,12.85,13,4,2,5,0
1002871,"Low",610,78.24,27,9,5,2,1
1002872,"High",124,99.78,15,6,10,4,0
1002873,"Low",250,67.17,10,5,4,3,0
1002874,"High",574,90.46,16,10,9,3,0
1002875,"High",1509,84.79,24,1,4,1,0
1002876,"Low",526,86.92,17,6,6,2,0
1002877,"High",365,20.17,21,9,7,2,0
1002878,"Low",1481,99.03,30,7,1,0,1
1002879,"Low",386,71.6,22,1,3,2,0
1002880,"High",916,32.74,15,1,6,1,0
1002881,"High",22,61.06,14,8,9,5,0
1002882,"High",96,85.53,29,11,5,0,0
1002883,"High",1130,93.52,28,7,2,4,0
1002884,"High",51,58.82,24,5,10,0,0
1002885,"Low",1457,28.18,18,6,9,2,0
1002886,"High",1244,86.22,21,6,9,0,0
1002887,"Low",1824,53.69,27,2,9,1,1
1002888,"Low",1334,50.8,4,0,10,4,0
1002889,"High",1826,77.85,26,6,0,5,0
1002890,"Low",766,20.58,18,11,8,2,0
1002891,"Low",1497,38.44,5,3,0,2,0
1002892,"High",1081,16.45,24,2,4,2,0
1002893,"High",1581,92.79,15,7,9,3,0
1002894,"High",1012,46.31,27,4,0,3,0
1002895,"High",461,27.4,18,2,0,5,0
1002896,"Low",1773,45.04,27,5,1,2,1
1002897,"Low",919,53.17,10,7,6,4,0
1002898,"High",1252,37.39,16,7,6,2,0
1002899,"Low",58,85.66,3,6,10,2,0
1002900,"High",1394,72.15,24,6,5,0,0
1002901,"High",1611,23.31,3,9,9,0,0
1002902,"Low",803,32.76,7,6,6,5,0
1002903,"Low",1299,21.04,9,10,9,0,0
1002904,"High",635,58.03,12,10,6,3,0
1002905,"Low",1302,9.3,22,0,1,5,0
1002906,"Low",487,19.3,16,5,10,0,0
1002907,"High",250,33.95,14,11,10,3,0
1002908,"High",1795,68.08,23,8,9,2,1
1002909,"High",1583,11.43,10,5,9,2,0
1002910,"Low",1714,97.95,11,10,10,5,0
1002911,"Low",1122,86.21,17,7,0,2,0
1002912,"Low",1599,42,28,6,1,2,1
1002913,"High",1748,79.66,3,6,9,2,0
1002914,"Low",1221,38.97,10,7,4,1,0
1002915,"Low",901,81.57,2,8,7,2,0
1002916,"Low",1797,92.19,1,0,3,0,0
1002917,"Low",428,69.6,9,4,7,1,0
1002918,"Low",1269,38.46,21,5,3,1,0
1002919,"High",1159,54.58,12,0,5,3,0
1002920,"Low",1575,6.87,8,10,9,1,0
1002921,"Low",252,97.9,19,4,5,3,0
1002922,"High",1790,63.9,20,9,10,0,0
1002923,"High",239,85.9,4,9,4,3,0
1002924,"Low",293,60.3,23,11,0,5,0
1002925,"High",338,54.93,2,2,4,3,0
1002926,"Low",680,26.3,20,8,2,1,0
1002927,"High",1499,65.39,30,3,2,3,0
1002928,"High",1242,10.06,29,8,4,0,0
1002929,"Low",1379,25.25,21,6,3,5,0
1002930,"Low",93,53.57,21,10,6,4,0
1002931,"High",1007,45.24,4,2,5,1,0
1002932,"Low",151,83.18,30,9,0,5,0
1002933,"Low",722,76.87,8,1,0,1,0
1002934,"High",868,8.71,28,9,0,0,0
1002935,"High",1612,15.37,1,11,9,0,0
1002936,"High",1172,43.69,15,3,2,0,0
1002937,"High",744,72.77,29,11,4,1,0
1002938,"High",164,19.66,9,3,3,1,0
1002939,"Low",1819,14.33,3,5,5,4,0
1002940,"Low",170,44.21,9,0,10,4,0
1002941,"High",52,98.71,30,3,9,1,0
1002942,"High",865,54.89,29,1,8,3,0
1002943,"High",873,25.49,2,7,9,5,0
1002944,"High",369,11.72,30,8,6,3,0
1002945,"Low",806,24.7,16,8,3,1,0
1002946,"Low",1314,49.5,22,10,7,1,1
1002947,"Low",305,48.87,3,10,0,5,0
1002948,"High",102,96.97,16,5,8,1,0
1002949,"High",111,30.24,23,9,1,4,0
1002950,"Low",1197,7.78,6,3,5,1,0
1002951,"Low",1777,38.09,27,5,9,3,1
1002952,"Low",687,43.46,5,6,10,1,0
1002953,"High",653,43.52,6,7,7,1,0
1002954,"Low",1430,48.77,29,6,0,4,1
1002955,"Low",1653,64.07,7,5,0,4,0
1002956,"High",1441,25.63,5,11,0,3,0
1002957,"High",632,87.06,29,1,1,5,0
1002958,"High",1531,3.93,2,4,2,5,0
1002959,"High",1819,57.77,24,3,7,0,0
1002960,"Low",1648,51.36,2,7,5,4,0
1002961,"Low",1513,6.09,1,5,2,3,0
1002962,"High",104,14.02,12,2,10,4,0
1002963,"Low",631,57.79,22,8,7,0,0
1002964,"Low",471,83.12,17,9,2,2,0
1002965,"Low",1307,4.55,7,0,10,2,0
1002966,"Low",1697,8.24,7,9,0,1,0
1002967,"High",1466,19.34,23,3,2,4,0
1002968,"High",1335,10.91,1,7,9,5,0
1002969,"Low",168,18.9,24,0,2,1,0
1002970,"Low",1248,50.68,5,2,4,0,0
1002971,"High",545,82.41,30,9,8,3,1
1002972,"High",320,55.93,2,9,3,1,0
1002973,"Low",210,12.96,16,9,1,5,0
1002974,"High",570,57.22,17,8,4,0,0
1002975,"Low",504,58.11,30,2,8,1,1
1002976,"High",29,77.98,28,4,6,4,0
1002977,"Low",439,46.05,9,8,4,0,0
1002978,"High",137,70.77,12,2,10,4,0
1002979,"High",1545,16.52,2,4,1,3,0
1002980,"High",95,95.55,11,2,0,5,0
1002981,"High",1238,70.17,14,8,10,2,0
1002982,"High",1134,55.31,24,9,5,3,0
1002983,"Low",412,25.96,12,2,6,2,0
1002984,"High",392,93.48,25,7,0,5,0
1002985,"Low",1468,19.99,2,2,8,0,0
1002986,"High",414,12.03,9,9,6,4,0
1002987,"High",934,17.37,29,9,1,5,1
1002988,"High",952,84.81,17,2,4,5,0
1002989,"High",165,47.94,6,0,8,4,0
1002990,"High",1437,78.66,9,2,9,2,0
1002991,"Low",1742,37.96,18,11,5,0,1
1002992,"Low",1223,28.02,29,10,10,4,1
1002993,"Low",160,37.32,9,8,4,5,0
1002994,"High",575,28.04,30,4,5,4,0
1002995,"Low",1235,63.92,3,3,2,4,0
1002996,"Low",473,22.75,9,8,10,2,0
1002997,"Low",1119,40.61,18,10,4,0,0
1002998,"Low",1393,20.52,4,10,1,4,0
1002999,"High",907,98.4,28,9,0,5,0
1003000,"Low",425,1.09,13,7,2,1,0
1003001,"High",731,17.61,29,1,4,4,0
1003002,"High",930,81.59,12,0,5,3,0
1003003,"High",207,53.63,17,6,7,1,0
1003004,"Low",552,70.26,19,1,10,0,0
1003005,"High",925,49.16,26,3,10,3,0
1003006,"Low",20,31.28,4,9,4,5,0
1003007,"High",790,10.01,17,6,4,4,0
1003008,"Low",953,29.06,3,4,6,2,0
1003009,"High",835,59.93,16,9,2,4,0
1003010,"High",1408,35.96,19,11,7,5,0
1003011,"High",727,18.65,3,3,6,1,0
1003012,"Low",863,80.13,11,10,2,0,0
1003013,"Low",975,87.68,28,3,2,0,1
1003014,"High",10,33,18,0,7,0,0
1003015,"Low",1376,28.32,29,4,2,4,1
1003016,"Low",77,0.69,20,4,5,2,0
1003017,"High",1164,32.14,24,10,1,0,0
1003018,"High",1789,29.25,28,2,6,1,1
1003019,"High",269,53.89,10,0,5,3,0
1003020,"Low",621,96.15,16,10,2,0,0
1003021,"Low",1368,46.37,28,6,5,1,1
1003022,"Low",1691,16.73,9,7,1,0,0
1003023,"High",614,54.69,10,4,7,5,0
1003024,"High",726,59.11,16,4,0,5,0
1003025,"High",1169,80.27,27,10,10,1,1
1003026,"High",494,95.58,26,11,2,2,0
1003027,"Low",1225,91.32,23,1,3,1,0
1003028,"High",1505,60.86,15,7,8,3,0
1003029,"Low",139,88.65,16,7,5,3,0
1003030,"Low",1478,65.55,9,11,7,0,0
1003031,"Low",860,12.9,4,5,2,3,0
1003032,"Low",753,92,5,1,10,4,0
1003033,"Low",1694,82.1,8,2,9,2,0
1003034,"Low",1517,88.07,8,10,2,2,0
1003035,"High",824,61.63,24,0,1,3,0
1003036,"Low",802,8.08,3,3,3,2,0
1003037,"Low",706,9.64,25,0,4,3,0
1003038,"Low",533,17.63,28,0,8,5,1
1003039,"High",16,77.48,3,5,1,2,0
1003040,"Low",575,31.55,30,9,1,0,1
1003041,"High",617,27.65,22,5,2,3,0
1003042,"High",951,66.14,13,0,10,5,0
1003043,"High",1831,46.62,14,1,5,3,0
1003044,"Low",1694,67.41,27,6,6,1,1
1003045,"High",1067,14.83,30,6,4,3,0
1003046,"Low",177,43.64,18,0,3,2,0
1003047,"High",56,55.87,15,6,9,3,0
1003048,"High",1335,11.09,3,11,0,4,0
1003049,"High",1810,24.02,24,1,1,0,0
1003050,"Low",466,15.9,6,8,8,2,0
1003051,"High",463,62.08,18,7,0,4,0
1003052,"Low",1094,54.6,4,3,1,5,0
1003053,"Low",1788,25.67,3,3,10,3,0
1003054,"Low",158,10.95,3,1,10,0,0
1003055,"Low",1018,14.42,6,5,2,2,0
1003056,"Low",1543,20.69,7,9,7,3,0
1003057,"Low",703,96.54,2,6,10,0,0
1003058,"Low",1060,38.92,10,6,7,4,0
1003059,"High",1075,27.95,30,0,0,4,0
1003060,"High",463,31.22,17,9,10,0,0
1003061,"Low",1070,0.03,11,10,10,0,0
1003062,"High",1244,87.72,24,3,9,2,0
1003063,"High",839,79.77,27,5,4,1,0
1003064,"Low",1346,95.2,19,5,8,1,0
1003065,"Low",1523,17.56,30,11,10,2,1
1003066,"Low",153,31.76,17,5,1,3,0
1003067,"High",1817,99.98,1,6,8,1,0
1003068,"High",1604,89.64,26,3,0,0,0
1003069,"Low",756,72.74,29,5,3,5,1
1003070,"Low",1633,37.31,5,6,0,0,0
1003071,"High",489,16.54,18,2,10,4,0
1003072,"High",1782,84.02,5,9,10,4,0
1003073,"High",1829,17.39,28,4,5,3,1
1003074,"High",1663,55.37,24,1,3,5,0
1003075,"Low",968,42.53,30,1,8,2,1
1003076,"High",1676,97.39,3,11,8,2,0
1003077,"Low",1650,72.12,22,11,4,4,1
1003078,"Low",459,83.94,21,0,0,4,0
1003079,"Low",1647,62.4,11,7,2,5,0
1003080,"High",73,83.78,20,8,3,3,0
1003081,"Low",703,90.64,27,5,4,1,1
1003082,"Low",828,22.08,5,7,3,0,0
1003083,"Low",1615,3.49,11,4,1,2,0
1003084,"High",1741,87.11,24,3,2,0,0
1003085,"Low",439,42.51,30,6,8,0,1
1003086,"High",1774,30.24,20,2,6,5,0
1003087,"Low",1047,76.65,19,7,7,5,0
1003088,"High",1461,19.09,21,4,1,4,0
1003089,"Low",784,3.88,11,3,10,2,0
1003090,"Low",1537,78.29,17,9,0,0,0
1003091,"Low",1609,89.78,30,10,2,0,1
1003092,"Low",228,65.33,23,2,2,2,0
1003093,"High",890,16.95,2,4,6,3,0
1003094,"Low",1408,97.02,9,8,10,1,0
1003095,"High",665,79.48,7,4,2,2,0
1003096,"High",411,3.56,10,6,5,3,0
1003097,"High",413,31.75,30,7,7,3,0
1003098,"Low",944,30.92,11,3,9,3,0
1003099,"High",961,89.39,2,10,5,5,0
1003100,"Low",1664,38.87,15,1,0,0,0
1003101,"Low",663,7.73,8,7,6,3,0
1003102,"Low",1130,25.39,18,4,1,5,0
1003103,"High",1511,54.04,7,5,4,3,0
1003104,"Low",1383,77.99,26,11,9,5,1
1003105,"High",740,33.81,19,10,10,2,0
1003106,"Low",863,30.83,15,3,4,4,0
1003107,"High",1736,92.86,27,4,8,3,1
1003108,"High",1215,59.17,20,1,3,1,0
1003109,"Low",1225,84.81,2,6,10,4,0
1003110,"High",651,15.08,1,11,4,2,0
1003111,"High",1236,59.91,27,9,7,4,1
1003112,"High",1241,3.26,15,2,9,1,0
1003113,"High",628,18.3,26,4,7,2,0
1003114,"High",95,59.34,5,4,10,3,0
1003115,"High",1200,90.24,8,1,10,0,0
1003116,"High",1402,90.15,19,11,0,4,0
1003117,"Low",1377,1.13,18,0,10,3,0
1003118,"Low",968,81.57,10,9,4,3,0
1003119,"High",29,69.02,13,0,7,2,0
1003120,"Low",562,27.3,1,4,10,3,0
1003121,"Low",597,28.37,18,6,6,2,0
1003122,"Low",1108,31.08,7,0,5,5,0
1003123,"High",894,22.39,16,8,1,5,0
1003124,"High",1413,85.64,21,1,8,2,0
1003125,"High",1420,92.67,4,1,8,1,0
1003126,"High",643,58.24,5,8,1,0,0
1003127,"Low",801,79.58,26,1,3,0,0
1003128,"High",271,88.79,25,8,0,1,0
1003129,"High",655,49.44,22,3,3,3,0
1003130,"High",884,9.44,29,0,1,5,0
1003131,"Low",1077,27.3,29,10,2,1,1
1003132,"Low",1442,16.61,15,1,0,5,0
1003133,"High",1137,63.56,6,6,5,0,0
1003134,"Low",790,26.75,5,0,9,3,0
1003135,"High",493,20.24,20,11,9,1,0
1003136,"Low",1414,12.4,9,0,10,1,0
1003137,"Low",500,47.94,17,10,3,3,0
1003138,"Low",1573,39.23,18,9,10,4,1
1003139,"High",1074,35.93,13,3,1,5,0
1003140,"Low",1053,50.34,4,5,9,0,0
1003141,"Low",845,73.99,5,6,6,2,0
1003142,"High",1262,31.57,19,10,9,3,0
1003143,"High",861,53.23,7,10,0,5,0
1003144,"Low",1186,70.56,14,8,4,4,0
1003145,"High",1173,98.08,24,11,6,1,0
1003146,"High",1237,77.69,6,11,4,2,0
1003147,"Low",1574,58.89,27,0,1,2,1
1003148,"High",722,12.19,13,7,1,1,0
1003149,"Low",1710,17.23,20,10,9,3,1
1003150,"High",303,90.19,29,11,8,0,1
1003151,"Low",1472,51.93,26,8,10,2,1
1003152,"High",1571,40.44,28,0,1,5,0
1003153,"Low",952,15.44,3,3,10,2,0
1003154,"High",1764,94.92,14,8,0,3,0
1003155,"Low",682,99.9,25,8,3,2,0
1003156,"Low",1018,58.82,17,4,1,2,0
1003157,"Low",292,70.97,4,10,4,3,0
1003158,"Low",1283,92.62,18,10,0,0,0
1003159,"High",1102,14.89,23,7,10,0,0
1003160,"Low",904,40.78,21,7,0,2,0
1003161,"High",325,84.2,1,8,2,3,0
1003162,"High",1518,28.54,11,1,0,5,0
1003163,"High",1248,51.92,3,6,8,2,0
1003164,"High",1122,90.34,14,10,8,4,0
1003165,"Low",1447,77.12,23,9,8,5,1
1003166,"Low",1056,69.59,28,8,0,4,1
1003167,"High",1816,58.66,2,10,0,0,0
1003168,"Low",795,51.28,27,10,6,5,1
1003169,"High",964,19.58,1,2,7,3,0
1003170,"High",807,17.17,23,9,9,3,0
1003171,"Low",47,35.91,6,11,3,5,0
1003172,"Low",731,22.82,10,3,10,4,0
1003173,"Low",449,96.81,13,8,8,4,0
1003174,"Low",120,26.56,14,3,5,4,0
1003175,"Low",860,53.97,2,1,4,2,0
1003176,"High",600,66.17,8,10,10,0,0
1003177,"High",1036,93.31,10,11,10,3,0
1003178,"Low",1768,83.32,8,2,0,0,0
1003179,"Low",615,59.69,29,2,9,0,1
1003180,"High",882,68.97,18,0,8,2,0
1003181,"Low",1063,95.71,3,11,5,2,0
1003182,"High",469,3.85,19,3,1,4,0
1003183,"Low",933,60.65,15,10,0,1,0
1003184,"High",1127,60.44,11,4,0,0,0
1003185,"High",706,1.8,8,10,7,5,0
1003186,"Low",19,8.33,29,6,9,4,0
1003187,"High",953,30.2,23,2,0,1,0
1003188,"Low",690,21.29,16,2,7,0,0
1003189,"High",401,70.63,14,7,1,2,0
1003190,"Low",1816,8.74,29,6,10,4,1
1003191,"Low",1305,69.3,26,8,1,2,1
1003192,"Low",114,53.4,28,11,6,1,1
1003193,"High",234,63.46,20,6,8,4,0
1003194,"High",1115,43.21,17,6,4,1,0
1003195,"Low",810,4.18,14,9,5,1,0
1003196,"High",457,51.42,13,9,8,5,0
1003197,"High",1062,12.24,22,0,9,5,0
1003198,"Low",926,82.46,11,4,1,2,0
1003199,"Low",533,28.54,14,2,7,4,0
1003200,"Low",974,84.69,9,8,3,4,0
1003201,"Low",1647,95.11,4,9,8,1,0
1003202,"High",732,59.28,19,2,5,4,0
1003203,"Low",179,66.97,3,4,8,4,0
1003204,"Low",1234,31.19,9,2,2,0,0
1003205,"High",1410,67.51,7,5,2,4,0
1003206,"High",1111,24.27,22,9,3,1,0
1003207,"Low",1386,71.87,6,4,9,3,0
1003208,"High",909,38.59,21,2,3,0,0
1003209,"Low",247,69.52,9,6,6,5,0
1003210,"Low",209,26.93,5,0,9,4,0
1003211,"High",423,41.72,16,3,9,3,0
1003212,"High",211,92.49,7,11,1,4,0
1003213,"High",1424,47.63,11,3,9,4,0
1003214,"High",1391,61.23,21,10,4,4,0
1003215,"Low",412,16.75,15,3,2,0,0
1003216,"High",241,59,10,1,1,5,0
1003217,"High",186,75.13,16,3,8,1,0
1003218,"High",1195,97.65,1,7,9,0,0
1003219,"Low",1024,79.95,22,6,0,4,0
1003220,"Low",1102,57.18,5,7,2,2,0
1003221,"Low",1374,29.86,12,3,2,0,0
1003222,"High",178,1.66,5,8,4,5,0
1003223,"High",1257,43.91,2,10,6,4,0
1003224,"Low",1447,72.62,9,0,8,1,0
1003225,"Low",747,86.98,29,9,7,3,1
1003226,"High",557,46.07,20,2,2,4,0
1003227,"High",1615,81.24,2,6,4,5,0
1003228,"High",1052,32.85,18,7,3,2,0
1003229,"High",384,51.24,27,6,5,5,0
1003230,"Low",1350,11.99,18,1,5,0,0
1003231,"High",859,57.42,11,6,5,4,0
1003232,"High",838,5.08,1,2,9,2,0
1003233,"Low",683,30.94,15,1,8,4,0
1003234,"High",237,9.92,17,1,7,5,0
1003235,"High",460,45.1,10,1,9,0,0
1003236,"High",1429,90.14,21,11,2,5,0
1003237,"High",245,82.21,8,8,2,2,0
1003238,"High",1266,72.51,7,1,8,1,0
1003239,"High",957,5.83,4,8,1,4,0
1003240,"High",1270,33.11,21,4,9,0,0
1003241,"High",1323,28.87,6,1,7,1,0
1003242,"Low",435,38.52,14,2,1,2,0
1003243,"High",622,90.46,15,10,2,5,0
1003244,"Low",295,60.97,20,3,1,4,0
1003245,"High",1452,83.74,17,8,10,2,0
1003246,"High",642,77.27,24,6,2,4,0
1003247,"Low",1205,90.69,9,2,8,1,0
1003248,"High",94,6.53,5,9,0,2,0
1003249,"Low",867,29.17,28,7,7,5,1
1003250,"High",750,29.56,2,7,2,2,0
1003251,"High",1309,99.84,4,7,1,2,0
1003252,"Low",938,85.5,4,5,2,4,0
1003253,"High",1759,22.6,30,7,10,3,1
1003254,"Low",900,21.44,28,3,5,4,1
1003255,"Low",706,46.83,1,10,0,3,0
1003256,"Low",1701,94.34,8,2,8,1,0
1003257,"Low",792,77.07,1,11,8,1,0
1003258,"High",410,85.4,16,6,0,5,0
1003259,"Low",250,89.12,9,6,7,0,0
1003260,"High",1474,57.49,13,5,5,4,0
1003261,"Low",836,34.16,10,6,6,0,0
1003262,"High",147,40.29,19,0,6,1,0
1003263,"Low",380,56.77,24,11,2,4,0
1003264,"Low",1106,2.56,29,7,10,0,1
1003265,"High",770,67.67,4,4,8,1,0
1003266,"High",805,79.77,19,3,10,0,0
1003267,"High",1751,16.34,26,1,7,1,0
1003268,"High",1243,16.33,12,2,1,1,0
1003269,"Low",43,62.94,1,5,6,1,0
1003270,"Low",1013,20.68,13,4,3,0,0
1003271,"High",464,72.52,25,1,10,5,0
1003272,"Low",1595,86.44,21,4,0,2,0
1003273,"Low",269,83.13,19,2,4,1,0
1003274,"Low",1753,44.21,5,7,5,3,0
1003275,"High",718,27.43,13,10,0,1,0
1003276,"High",1687,42.24,9,3,2,5,0
1003277,"High",1145,84.16,24,7,2,3,0
1003278,"Low",1669,27.52,15,0,10,1,0
1003279,"High",896,12.26,22,8,2,5,0
1003280,"High",956,22.43,18,11,3,0,0
1003281,"High",1483,89.62,6,6,3,3,0
1003282,"Low",927,19.59,13,1,3,5,0
1003283,"Low",1078,74.85,4,1,1,4,0
1003284,"Low",1481,79.31,8,1,0,3,0
1003285,"Low",786,66.15,29,11,4,0,1
1003286,"Low",1096,97.39,13,1,4,1,0
1003287,"Low",1254,54.65,16,10,8,3,0
1003288,"High",354,67.78,3,4,8,0,0
1003289,"Low",648,63.49,17,7,9,2,0
1003290,"High",484,21.99,16,11,2,3,0
1003291,"High",1568,13.15,5,11,5,2,0
1003292,"Low",1253,91.24,12,3,7,3,0
1003293,"Low",1710,58.6,22,11,6,1,1
1003294,"High",461,77.2,24,9,5,4,0
1003295,"Low",1694,45.93,2,1,1,1,0
1003296,"High",10,10.76,12,8,3,3,0
1003297,"High",1729,1.17,2,4,10,1,0
1003298,"High",995,35.05,24,9,10,5,0
1003299,"Low",1768,40.39,11,10,10,0,0
1003300,"Low",912,38.43,30,9,4,2,1
1003301,"Low",599,26.26,5,10,7,4,0
1003302,"High",1371,40.61,9,3,0,2,0
1003303,"High",367,13.03,7,1,4,2,0
1003304,"High",458,8.99,1,2,8,1,0
1003305,"Low",362,71.57,28,3,7,4,1
1003306,"Low",55,87.63,25,0,3,0,0
1003307,"Low",1227,9.76,18,2,7,0,0
1003308,"Low",426,80.06,30,6,9,4,1
1003309,"Low",664,75.32,21,5,0,4,0
1003310,"High",377,38.84,18,1,10,0,0
1003311,"High",945,60.56,17,2,1,0,0
1003312,"High",1601,62.21,20,4,2,0,0
1003313,"High",1573,50.44,20,4,10,5,0
1003314,"Low",1577,94.77,1,7,4,4,0
1003315,"Low",1136,9.58,1,4,4,2,0
1003316,"High",606,82.91,6,7,10,3,0
1003317,"Low",343,66.2,7,8,9,1,0
1003318,"High",339,63.19,6,6,8,5,0
1003319,"Low",440,71.3,8,2,9,4,0
1003320,"Low",256,59.51,6,8,9,5,0
1003321,"High",1539,11.13,7,9,1,5,0
1003322,"High",1231,28.62,17,10,0,5,0
1003323,"Low",763,22.36,23,7,4,5,0
1003324,"High",903,78.16,13,0,5,3,0
1003325,"Low",842,72.13,22,6,0,2,0
1003326,"Low",1436,40.81,4,3,9,0,0
1003327,"Low",665,86.59,15,3,3,4,0
1003328,"Low",1165,71.04,19,3,1,0,0
1003329,"High",729,18.22,17,11,7,1,0
1003330,"Low",370,76.59,14,5,0,3,0
1003331,"Low",1636,3.71,11,10,5,5,0
1003332,"High",176,40.9,28,10,10,5,1
1003333,"Low",568,65.21,16,8,6,4,0
1003334,"Low",1812,29.5,12,2,8,4,0
1003335,"High",606,80.31,24,4,3,5,0
1003336,"High",1264,10.75,8,11,1,2,0
1003337,"Low",1324,26.64,18,1,0,2,0
1003338,"High",137,90.33,16,4,9,1,0
1003339,"High",1483,23.39,10,6,0,0,0
1003340,"High",1626,54.66,18,8,2,4,0
1003341,"High",1064,14.86,16,2,9,3,0
1003342,"High",1106,97.52,2,2,10,1,0
1003343,"Low",1539,76.52,14,3,10,5,0
1003344,"Low",1211,66.81,16,8,9,4,0
1003345,"Low",1033,40.77,28,5,8,1,1
1003346,"High",310,90.68,14,11,8,0,0
1003347,"Low",311,62.21,9,10,3,0,0
1003348,"Low",233,47,2,7,3,1,0
